date,want_pompa,want_truk,minor
2022-05-05,0,0,0
2022-05-06,0,0,0
2022-05-07,0,0,0
2022-05-08,0,0,0
2022-05-09,0,0,0
2022-05-10,1,0,0
2022-05-11,0,0,0
2022-05-12,0,0,0
2022-05-13,0,0,0
2022-05-14,2,0,0
2022-05-15,1,0,0
2022-05-16,0,0,0
2022-05-17,1,0,0
2022-05-18,0,0,0
2022-05-19,0,0,0
2022-05-20,20,0,0
2022-05-21,12,0,0
2022-05-22,5,0,0
2022-05-23,0,0,0
2022-05-24,0,0,0
2022-05-25,2,0,0
2022-05-26,0,0,0
2022-05-27,0,0,0
2022-05-28,0,0,0
2022-05-29,0,0,0
2022-05-30,0,0,0
2022-05-31,0,0,0
2022-06-01,0,4,0
2022-06-02,0,4,0
2022-06-03,1,4,1
2022-06-04,0,4,0
2022-06-05,0,4,0
2022-06-06,0,4,0
2022-06-07,0,4,0
2022-06-08,0,4,0
2022-06-09,0,4,0
2022-06-10,0,4,0
2022-06-11,0,4,0
2022-06-12,0,4,0
2022-06-13,0,4,0
2022-06-14,0,4,0
2022-06-15,0,4,0
2022-06-16,0,4,0
2022-06-17,0,4,0
2022-06-18,0,4,0
2022-06-19,0,4,0
2022-06-20,0,4,0
2022-06-21,0,4,0
2022-06-22,0,4,0
2022-06-23,0,4,0
2022-06-24,0,4,0
2022-06-25,0,4,0
2022-06-26,0,4,0
2022-06-27,2,4,2
2022-06-28,0,4,0
2022-06-29,0,4,0
2022-06-30,0,4,0
2022-07-01,0,100,0
2022-07-02,0,100,0
2022-07-03,0,100,0
2022-07-04,0,100,0
2022-07-05,0,100,0
2022-07-06,0,100,0
2022-07-07,0,100,0
2022-07-08,0,100,0
2022-07-09,0,100,0
2022-07-10,0,100,0
2022-07-11,0,100,0
2022-07-12,0,100,0
2022-07-13,2,100,2
2022-07-14,0,100,0
2022-07-15,15,100,15
2022-07-16,0,100,0
2022-07-17,0,100,0
2022-07-18,0,100,0
2022-07-19,0,100,0
2022-07-20,0,100,0
2022-07-21,0,100,0
2022-07-22,0,100,0
2022-07-23,0,100,0
2022-07-24,0,100,0
2022-07-25,0,100,0
2022-07-26,0,100,0
2022-07-27,0,100,0
2022-07-28,0,100,0
2022-07-29,0,100,0
2022-07-30,0,100,0
2022-07-31,0,100,0
2022-08-01,0,716,0
2022-08-02,0,716,0
2022-08-03,0,716,0
2022-08-04,0,716,0
2022-08-05,0,716,0
2022-08-06,0,716,0
2022-08-07,0,716,0
2022-08-08,0,716,0
2022-08-09,0,716,0
2022-08-10,0,716,0
2022-08-11,0,716,0
2022-08-12,0,716,0
2022-08-13,0,716,0
2022-08-14,0,716,0
2022-08-15,0,716,0
2022-08-16,0,716,0
2022-08-17,0,716,0
2022-08-18,0,716,0
2022-08-19,0,716,0
2022-08-20,0,716,0
2022-08-21,0,716,0
2022-08-22,0,716,0
2022-08-23,0,716,0
2022-08-24,0,716,0
2022-08-25,0,716,0
2022-08-26,0,716,0
2022-08-27,0,716,0
2022-08-28,0,716,0
2022-08-29,0,716,0
2022-08-30,0,716,0
2022-08-31,0,716,0
2022-09-01,0,0,0
2022-09-02,0,0,0
2022-09-03,0,0,0
2022-09-04,0,0,0
2022-09-05,0,0,0
2022-09-06,0,0,0
2022-09-07,0,0,0
2022-09-08,1,0,0
2022-09-09,1,0,0
2022-09-10,8,0,0
2022-09-11,6,0,0
2022-09-12,2,0,0
2022-09-13,5,0,0
2022-09-14,2,0,0
2022-09-15,2,0,0
2022-09-16,3,0,0
2022-09-17,2,0,0
2022-09-18,0,0,0
2022-09-19,2,0,0
2022-09-20,0,0,0
2022-09-21,2,0,0
2022-09-22,0,0,0
2022-09-23,0,0,0
2022-09-24,0,0,0
2022-09-25,2,0,0
2022-09-26,0,0,0
2022-09-27,0,0,0
2022-09-28,1,0,0
2022-09-29,0,0,0
2022-09-30,0,0,0
2022-10-01,5,0,0
2022-10-02,17,0,0
2022-10-03,56,0,0
2022-10-04,201,0,0
2022-10-05,219,0,0
2022-10-06,255,0,0
2022-10-07,182,0,0
2022-10-08,82,0,0
2022-10-09,78,0,0
2022-10-10,63,0,0
2022-10-11,54,0,0
2022-10-12,65,0,0
2022-10-13,101,0,0
2022-10-14,159,0,0
2022-10-15,221,0,0
2022-10-16,179,0,0
2022-10-17,146,0,0
2022-10-18,174,0,0
2022-10-19,231,0,0
2022-10-20,274,0,0
2022-10-21,346,0,0
2022-10-22,281,0,0
2022-10-23,422,0,0
2022-10-24,393,0,0
2022-10-25,600,0,0
2022-10-26,1043,0,0
2022-10-27,646,0,0
2022-10-28,309,0,0
2022-10-29,169,0,0
2022-10-30,114,0,0
2022-10-31,147,0,0
2022-11-01,95,0,0
2022-11-02,88,0,0
2022-11-03,89,0,0
2022-11-04,125,0,0
2022-11-05,209,0,0
2022-11-06,293,0,0
2022-11-07,389,0,0
2022-11-08,378,0,0
2022-11-09,383,0,0
2022-11-10,464,0,0
2022-11-11,468,0,0
2022-11-12,545,0,0
2022-11-13,610,0,0
2022-11-14,687,0,0
2022-11-15,555,0,0
2022-11-16,515,0,0
2022-11-17,514,0,0
2022-11-18,565,0,0
2022-11-19,630,0,0
2022-11-20,311,0,0
2022-11-21,226,0,0
2022-11-22,154,0,0
2022-11-23,304,0,0
2022-11-24,240,0,0
2022-11-25,379,0,0
2022-11-26,514,0,0
2022-11-27,557,0,0
2022-11-28,466,0,0
2022-11-29,408,0,0
2022-11-30,319,0,0
2022-12-01,255,0,0
2022-12-02,446,0,0
2022-12-03,342,0,0
2022-12-04,428,0,0
2022-12-05,378,0,0
2022-12-06,430,0,0
2022-12-07,337,0,0
2022-12-08,376,0,0
2022-12-09,359,0,0
2022-12-10,178,0,0
2022-12-11,138,0,0
2022-12-12,133,0,0
2022-12-13,118,0,0
2022-12-14,82,0,0
2022-12-15,136,0,0
2022-12-16,194,0,0
2022-12-17,163,0,0
2022-12-18,168,0,0
2022-12-19,135,0,0
2022-12-20,251,0,0
2022-12-21,311,0,0
2022-12-22,302,0,0
2022-12-23,160,0,0
2022-12-24,96,0,0
2022-12-25,100,0,0
2022-12-26,157,0,0
2022-12-27,250,0,0
2022-12-28,196,0,0
2022-12-29,428,0,0
2022-12-30,499,0,0
2022-12-31,578,0,0
2023-01-01,658,0,0
2023-01-02,482,0,0
2023-01-03,557,0,0
2023-01-04,582,0,0
2023-01-05,491,0,0
2023-01-06,387,0,0
2023-01-07,301,0,0
2023-01-08,295,0,0
2023-01-09,333,0,0
2023-01-10,241,0,0
2023-01-11,155,0,0
2023-01-12,118,0,0
2023-01-13,102,0,0
2023-01-14,75,0,0
2023-01-15,115,0,0
2023-01-16,114,0,0
2023-01-17,396,0,0
2023-01-18,558,0,0
2023-01-19,516,0,0
2023-01-20,421,0,0
2023-01-21,596,0,0
2023-01-22,615,0,0
2023-01-23,544,0,0
2023-01-24,374,0,0
2023-01-25,448,0,0
2023-01-26,526,0,0
2023-01-27,710,0,0
2023-01-28,808,0,0
2023-01-29,683,0,0
2023-01-30,430,0,0
2023-01-31,393,0,0
2023-02-01,563,0,0
2023-02-02,645,0,0
2023-02-03,386,0,0
2023-02-04,309,0,0
2023-02-05,312,0,0
2023-02-06,134,0,0
2023-02-07,500,0,0
2023-02-08,412,0,0
2023-02-09,454,0,0
2023-02-10,535,0,0
2023-02-11,1269,0,0
2023-02-12,1666,0,0
2023-02-13,1480,0,0
2023-02-14,1142,0,0
2023-02-15,1480,0,0
2023-02-16,1513,0,0
2023-02-17,1389,0,0
2023-02-18,1171,0,0
2023-02-19,994,0,0
2023-02-20,1112,0,0
2023-02-21,1154,0,0
2023-02-22,1241,0,0
2023-02-23,1560,0,0
2023-02-24,1654,0,0
2023-02-25,1483,0,0
2023-02-26,1588,0,0
2023-02-27,1667,0,0
2023-02-28,1690,0,0
2023-03-01,1454,0,0
2023-03-02,1549,0,0
2023-03-03,1207,0,0
2023-03-04,1148,0,0
2023-03-05,822,0,0
2023-03-06,644,0,0
2023-03-07,621,0,0
2023-03-08,446,0,0
2023-03-09,383,0,0
2023-03-10,475,0,0
2023-03-11,448,0,0
2023-03-12,259,0,0
2023-03-13,105,0,0
2023-03-14,264,0,0
2023-03-15,337,0,0
2023-03-16,118,0,0
2023-03-17,173,0,0
2023-03-18,173,0,0
2023-03-19,220,0,0
2023-03-20,426,0,0
2023-03-21,172,0,0
2023-03-22,162,0,0
2023-03-23,89,0,0
2023-03-24,64,0,0
2023-03-25,579,0,0
2023-03-26,858,0,0
2023-03-27,808,0,0
2023-03-28,524,0,0
2023-03-29,432,0,0
2023-03-30,417,0,0
2023-03-31,339,0,0
2023-04-01,90,0,0
2023-04-02,97,0,0
2023-04-03,52,0,0
2023-04-04,11,0,0
2023-04-05,20,0,0
2023-04-06,23,0,0
2023-04-07,5,0,0
2023-04-08,11,0,0
2023-04-09,6,0,0
2023-04-10,53,0,0
2023-04-11,24,0,0
2023-04-12,37,0,0
2023-04-13,41,0,0
2023-04-14,72,0,0
2023-04-15,109,0,0
2023-04-16,178,0,0
2023-04-17,97,0,0
2023-04-18,44,0,0
2023-04-19,18,0,0
2023-04-20,44,0,0
2023-04-21,23,0,0
2023-04-22,16,0,0
2023-04-23,7,0,0
2023-04-24,14,0,0
2023-04-25,18,0,0
2023-04-26,14,0,0
2023-04-27,8,0,0
2023-04-28,9,0,0
2023-04-29,6,0,0
2023-04-30,110,0,0
2023-05-01,0,0,0
2023-05-02,0,0,0
2023-05-03,0,0,0
2023-05-04,5,0,0
2023-05-05,34,0,0
2023-05-06,71,0,0
2023-05-07,57,0,0
2023-05-08,7,0,0
2023-05-09,0,0,0
2023-05-10,0,0,0
2023-05-11,0,0,0
2023-05-12,0,0,0
2023-05-13,0,0,0
2023-05-14,0,0,0
2023-05-15,0,0,0
2023-05-16,0,0,0
2023-05-17,0,0,0
2023-05-18,0,0,0
2023-05-19,0,0,0
2023-05-20,0,0,0
2023-05-21,0,0,0
2023-05-22,0,0,0
2023-05-23,0,0,0
2023-05-24,0,0,0
2023-05-25,0,0,0
2023-05-26,0,0,0
2023-05-27,0,0,0
2023-05-28,0,0,0
2023-05-29,0,0,0
2023-05-30,0,0,0
2023-05-31,0,0,0
2023-06-01,0,2073,0
2023-06-02,0,2073,0
2023-06-03,0,2073,0
2023-06-04,0,2073,0
2023-06-05,0,2073,0
2023-06-06,0,2073,0
2023-06-07,1,2073,1
2023-06-08,1,2073,1
2023-06-09,0,2073,0
2023-06-10,0,2073,0
2023-06-11,0,2073,0
2023-06-12,0,2073,0
2023-06-13,0,2073,0
2023-06-14,0,2073,0
2023-06-15,0,2073,0
2023-06-16,0,2073,0
2023-06-17,0,2073,0
2023-06-18,0,2073,0
2023-06-19,1,2073,1
2023-06-20,1,2073,1
2023-06-21,1,2073,1
2023-06-22,0,2073,0
2023-06-23,0,2073,0
2023-06-24,0,2073,0
2023-06-25,0,2073,0
2023-06-26,0,2073,0
2023-06-27,0,2073,0
2023-06-28,0,2073,0
2023-06-29,0,2073,0
2023-06-30,0,2073,0
2023-07-01,0,5870,0
2023-07-02,0,5870,0
2023-07-03,0,5870,0
2023-07-04,0,5870,0
2023-07-05,0,5870,0
2023-07-06,1,5870,1
2023-07-07,0,5870,0
2023-07-08,0,5870,0
2023-07-09,0,5870,0
2023-07-10,0,5870,0
2023-07-11,0,5870,0
2023-07-12,0,5870,0
2023-07-13,0,5870,0
2023-07-14,0,5870,0
2023-07-15,0,5870,0
2023-07-16,0,5870,0
2023-07-17,0,5870,0
2023-07-18,0,5870,0
2023-07-19,0,5870,0
2023-07-20,0,5870,0
2023-07-21,0,5870,0
2023-07-22,0,5870,0
2023-07-23,0,5870,0
2023-07-24,0,5870,0
2023-07-25,0,5870,0
2023-07-26,0,5870,0
2023-07-27,0,5870,0
2023-07-28,0,5870,0
2023-07-29,0,5870,0
2023-07-30,0,5870,0
2023-07-31,0,5870,0
2023-08-01,0,8971,0
2023-08-02,0,8971,0
2023-08-03,0,8971,0
2023-08-04,0,8971,0
2023-08-05,0,8971,0
2023-08-06,0,8971,0
2023-08-07,0,8971,0
2023-08-08,0,8971,0
2023-08-09,0,8971,0
2023-08-10,0,8971,0
2023-08-11,0,8971,0
2023-08-12,0,8971,0
2023-08-13,0,8971,0
2023-08-14,0,8971,0
2023-08-15,0,8971,0
2023-08-16,0,8971,0
2023-08-17,0,8971,0
2023-08-18,0,8971,0
2023-08-19,0,8971,0
2023-08-20,0,8971,0
2023-08-21,0,8971,0
2023-08-22,0,8971,0
2023-08-23,0,8971,0
2023-08-24,0,8971,0
2023-08-25,0,8971,0
2023-08-26,0,8971,0
2023-08-27,0,8971,0
2023-08-28,0,8971,0
2023-08-29,0,8971,0
2023-08-30,0,8971,0
2023-08-31,0,8971,0
2023-09-01,0,9026,0
2023-09-02,0,9026,0
2023-09-03,0,9026,0
2023-09-04,0,9026,0
2023-09-05,0,9026,0
2023-09-06,0,9026,0
2023-09-07,0,9026,0
2023-09-08,0,9026,0
2023-09-09,0,9026,0
2023-09-10,0,9026,0
2023-09-11,0,9026,0
2023-09-12,0,9026,0
2023-09-13,0,9026,0
2023-09-14,0,9026,0
2023-09-15,0,9026,0
2023-09-16,0,9026,0
2023-09-17,0,9026,0
2023-09-18,0,9026,0
2023-09-19,0,9026,0
2023-09-20,0,9026,0
2023-09-21,0,9026,0
2023-09-22,0,9026,0
2023-09-23,0,9026,0
2023-09-24,0,9026,0
2023-09-25,0,9026,0
2023-09-26,0,9026,0
2023-09-27,0,9026,0
2023-09-28,0,9026,0
2023-09-29,0,9026,0
2023-09-30,0,9026,0
2023-10-01,0,1370,0
2023-10-02,0,1370,0
2023-10-03,0,1370,0
2023-10-04,0,1370,0
2023-10-05,0,1370,0
2023-10-06,0,1370,0
2023-10-07,0,1370,0
2023-10-08,0,1370,0
2023-10-09,0,1370,0
2023-10-10,0,1370,0
2023-10-11,0,1370,0
2023-10-12,0,1370,0
2023-10-13,0,1370,0
2023-10-14,0,1370,0
2023-10-15,0,1370,0
2023-10-16,0,1370,0
2023-10-17,0,1370,0
2023-10-18,0,1370,0
2023-10-19,0,1370,0
2023-10-20,0,1370,0
2023-10-21,0,1370,0
2023-10-22,0,1370,0
2023-10-23,0,1370,0
2023-10-24,0,1370,0
2023-10-25,0,1370,0
2023-10-26,0,1370,0
2023-10-27,0,1370,0
2023-10-28,0,1370,0
2023-10-29,0,1370,0
2023-10-30,0,1370,0
2023-10-31,0,1370,0
2023-11-01,0,0,0
2023-11-02,0,0,0
2023-11-03,0,0,0
2023-11-04,5,0,0
2023-11-05,6,0,0
2023-11-06,8,0,0
2023-11-07,0,0,0
2023-11-08,0,0,0
2023-11-09,0,0,0
2023-11-10,1,0,0
2023-11-11,1,0,0
2023-11-12,24,0,0
2023-11-13,56,0,0
2023-11-14,39,0,0
2023-11-15,1,0,0
2023-11-16,6,0,0
2023-11-17,4,0,0
2023-11-18,6,0,0
2023-11-19,11,0,0
2023-11-20,11,0,0
2023-11-21,14,0,0
2023-11-22,63,0,0
2023-11-23,38,0,0
2023-11-24,92,0,0
2023-11-25,154,0,0
2023-11-26,176,0,0
2023-11-27,297,0,0
2023-11-28,197,0,0
2023-11-29,100,0,0
2023-11-30,168,0,0
2023-12-01,165,0,0
2023-12-02,136,0,0
2023-12-03,272,0,0
2023-12-04,336,0,0
2023-12-05,264,0,0
2023-12-06,143,0,0
2023-12-07,68,0,0
2023-12-08,104,0,0
2023-12-09,126,0,0
2023-12-10,108,0,0
2023-12-11,37,0,0
2023-12-12,22,0,0
2023-12-13,33,0,0
2023-12-14,19,0,0
2023-12-15,3,0,0
2023-12-16,1,0,0
2023-12-17,2,0,0
2023-12-18,9,0,0
2023-12-19,3,0,0
2023-12-20,5,0,0
2023-12-21,0,0,0
2023-12-22,0,0,0
2023-12-23,1,0,0
2023-12-24,16,0,0
2023-12-25,158,0,0
2023-12-26,244,0,0
2023-12-27,210,0,0
2023-12-28,139,0,0
2023-12-29,127,0,0
2023-12-30,81,0,0
2023-12-31,91,0,0
2024-01-01,311,0,0
2024-01-02,246,0,0
2024-01-03,398,0,0
2024-01-04,425,0,0
2024-01-05,663,0,0
2024-01-06,559,0,0
2024-01-07,660,0,0
2024-01-08,513,0,0
2024-01-09,476,0,0
2024-01-10,434,0,0
2024-01-11,579,0,0
2024-01-12,550,0,0
2024-01-13,344,0,0
2024-01-14,191,0,0
2024-01-15,176,0,0
2024-01-16,168,0,0
2024-01-17,194,0,0
2024-01-18,215,0,0
2024-01-19,463,0,0
2024-01-20,495,0,0
2024-01-21,459,0,0
2024-01-22,283,0,0
2024-01-23,199,0,0
2024-01-24,218,0,0
2024-01-25,256,0,0
2024-01-26,340,0,0
2024-01-27,534,0,0
2024-01-28,643,0,0
2024-01-29,892,0,0
2024-01-30,1073,0,0
2024-01-31,1157,0,0
2024-02-01,1713,0,0
2024-02-02,1671,0,0
2024-02-03,1654,0,0
2024-02-04,1599,0,0
2024-02-05,1594,0,0
2024-02-06,1512,0,0
2024-02-07,1264,0,0
2024-02-08,968,0,0
2024-02-09,933,0,0
2024-02-10,1099,0,0
2024-02-11,1114,0,0
2024-02-12,1076,0,0
2024-02-13,833,0,0
2024-02-14,996,0,0
2024-02-15,1175,0,0
2024-02-16,1334,0,0
2024-02-17,1413,0,0
2024-02-18,1234,0,0
2024-02-19,1115,0,0
2024-02-20,828,0,0
2024-02-21,864,0,0
2024-02-22,401,0,0
2024-02-23,591,0,0
2024-02-24,712,0,0
2024-02-25,1219,0,0
2024-02-26,1253,0,0
2024-02-27,1225,0,0
2024-02-28,1543,0,0
2024-02-29,1449,0,0
2024-03-01,1029,0,0
2024-03-02,960,0,0
2024-03-03,981,0,0
2024-03-04,1004,0,0
2024-03-05,1050,0,0
2024-03-06,993,0,0
2024-03-07,993,0,0
2024-03-08,934,0,0
2024-03-09,1136,0,0
2024-03-10,1133,0,0
2024-03-11,1293,0,0
2024-03-12,1470,0,0
2024-03-13,1475,0,0
2024-03-14,1446,0,0
2024-03-15,968,0,0
2024-03-16,740,0,0
2024-03-17,647,0,0
2024-03-18,333,0,0
2024-03-19,109,0,0
2024-03-20,17,0,0
2024-03-21,1,0,0
2024-03-22,6,0,0
2024-03-23,9,0,0
2024-03-24,22,0,0
2024-03-25,49,0,0
2024-03-26,79,0,0
2024-03-27,153,0,0
2024-03-28,358,0,0
2024-03-29,378,0,0
2024-03-30,532,0,0
2024-03-31,321,0,0
2024-04-01,103,0,0
2024-04-02,76,0,0
2024-04-03,111,0,0
2024-04-04,203,0,0
2024-04-05,208,0,0
2024-04-06,149,0,0
2024-04-07,14,0,0
2024-04-08,4,0,0
2024-04-09,53,0,0
2024-04-10,34,0,0
2024-04-11,67,0,0
2024-04-12,195,0,0
2024-04-13,110,0,0
2024-04-14,159,0,0
2024-04-15,63,0,0
2024-04-16,23,0,0
2024-04-17,94,0,0
2024-04-18,68,0,0
2024-04-19,54,0,0
2024-04-20,61,0,0
2024-04-21,113,0,0
2024-04-22,148,0,0
2024-04-23,178,0,0
2024-04-24,130,0,0
2024-04-25,181,0,0
2024-04-26,254,0,0
2024-04-27,241,0,0
2024-04-28,147,0,0
2024-04-29,44,0,0
2024-04-30,12,0,0
2024-05-01,0,0,0
2024-05-02,0,0,0
2024-05-03,0,0,0
2024-05-04,0,0,0
2024-05-05,0,0,0
2024-05-06,0,0,0
2024-05-07,0,0,0
2024-05-08,0,0,0
2024-05-09,0,0,0
2024-05-10,0,0,0
2024-05-11,0,0,0
2024-05-12,0,0,0
2024-05-13,0,0,0
2024-05-14,3,0,0
2024-05-15,0,0,0
2024-05-16,0,0,0
2024-05-17,0,0,0
2024-05-18,0,0,0
2024-05-19,0,0,0
2024-05-20,0,0,0
2024-05-21,0,0,0
2024-05-22,0,0,0
2024-05-23,0,0,0
2024-05-24,3,0,0
2024-05-25,69,0,0
2024-05-26,29,0,0
2024-05-27,9,0,0
2024-05-28,0,0,0
2024-05-29,0,0,0
2024-05-30,0,0,0
2024-05-31,0,0,0
2024-06-01,0,826,0
2024-06-02,0,826,0
2024-06-03,0,826,0
2024-06-04,0,826,0
2024-06-05,0,826,0
2024-06-06,0,826,0
2024-06-07,0,826,0
2024-06-08,0,826,0
2024-06-09,0,826,0
2024-06-10,0,826,0
2024-06-11,0,826,0
2024-06-12,0,826,0
2024-06-13,0,826,0
2024-06-14,0,826,0
2024-06-15,1,826,1
2024-06-16,3,826,3
2024-06-17,0,826,0
2024-06-18,0,826,0
2024-06-19,0,826,0
2024-06-20,0,826,0
2024-06-21,0,826,0
2024-06-22,0,826,0
2024-06-23,0,826,0
2024-06-24,0,826,0
2024-06-25,0,826,0
2024-06-26,0,826,0
2024-06-27,0,826,0
2024-06-28,0,826,0
2024-06-29,0,826,0
2024-06-30,0,826,0
2024-07-01,0,2701,0
2024-07-02,0,2701,0
2024-07-03,0,2701,0
2024-07-04,5,2701,5
2024-07-05,2,2701,2
2024-07-06,0,2701,0
2024-07-07,0,2701,0
2024-07-08,0,2701,0
2024-07-09,0,2701,0
2024-07-10,0,2701,0
2024-07-11,0,2701,0
2024-07-12,0,2701,0
2024-07-13,0,2701,0
2024-07-14,0,2701,0
2024-07-15,0,2701,0
2024-07-16,0,2701,0
2024-07-17,0,2701,0
2024-07-18,0,2701,0
2024-07-19,0,2701,0
2024-07-20,0,2701,0
2024-07-21,0,2701,0
2024-07-22,0,2701,0
2024-07-23,0,2701,0
2024-07-24,0,2701,0
2024-07-25,0,2701,0
2024-07-26,0,2701,0
2024-07-27,0,2701,0
2024-07-28,0,2701,0
2024-07-29,0,2701,0
2024-07-30,0,2701,0
2024-07-31,0,2701,0
2024-08-01,0,8249,0
2024-08-02,0,8249,0
2024-08-03,0,8249,0
2024-08-04,0,8249,0
2024-08-05,0,8249,0
2024-08-06,0,8249,0
2024-08-07,0,8249,0
2024-08-08,0,8249,0
2024-08-09,0,8249,0
2024-08-10,0,8249,0
2024-08-11,0,8249,0
2024-08-12,0,8249,0
2024-08-13,0,8249,0
2024-08-14,0,8249,0
2024-08-15,0,8249,0
2024-08-16,0,8249,0
2024-08-17,0,8249,0
2024-08-18,0,8249,0
2024-08-19,0,8249,0
2024-08-20,0,8249,0
2024-08-21,0,8249,0
2024-08-22,0,8249,0
2024-08-23,0,8249,0
2024-08-24,0,8249,0
2024-08-25,0,8249,0
2024-08-26,0,8249,0
2024-08-27,0,8249,0
2024-08-28,0,8249,0
2024-08-29,0,8249,0
2024-08-30,0,8249,0
2024-08-31,0,8249,0
2024-09-01,0,55,0
2024-09-02,0,55,0
2024-09-03,0,55,0
2024-09-04,0,55,0
2024-09-05,0,55,0
2024-09-06,0,55,0
2024-09-07,0,55,0
2024-09-08,0,55,0
2024-09-09,0,55,0
2024-09-10,0,55,0
2024-09-11,2,55,2
2024-09-12,0,55,0
2024-09-13,0,55,0
2024-09-14,0,55,0
2024-09-15,0,55,0
2024-09-16,0,55,0
2024-09-17,0,55,0
2024-09-18,0,55,0
2024-09-19,0,55,0
2024-09-20,0,55,0
2024-09-21,0,55,0
2024-09-22,0,55,0
2024-09-23,0,55,0
2024-09-24,1,55,1
2024-09-25,1,55,1
2024-09-26,4,55,4
2024-09-27,10,55,10
2024-09-28,5,55,5
2024-09-29,3,55,3
2024-09-30,3,55,3
2024-10-01,5,2,2
2024-10-02,5,2,2
2024-10-03,3,2,2
2024-10-04,9,2,2
2024-10-05,21,2,2
2024-10-06,10,2,2
2024-10-07,0,2,0
2024-10-08,2,2,2
2024-10-09,2,2,2
2024-10-10,3,2,2
2024-10-11,0,2,0
2024-10-12,0,2,0
2024-10-13,16,2,2
2024-10-14,3,2,2
2024-10-15,17,2,2
2024-10-16,1,2,1
2024-10-17,0,2,0
2024-10-18,0,2,0
2024-10-19,0,2,0
2024-10-20,2,2,2
2024-10-21,12,2,2
2024-10-22,20,2,2
2024-10-23,12,2,2
2024-10-24,2,2,2
2024-10-25,4,2,2
2024-10-26,0,2,0
2024-10-27,0,2,0
2024-10-28,1,2,1
2024-10-29,0,2,0
2024-10-30,0,2,0
2024-10-31,0,2,0
2024-11-01,0,0,0
2024-11-02,6,0,0
2024-11-03,23,0,0
2024-11-04,38,0,0
2024-11-05,71,0,0
2024-11-06,49,0,0
2024-11-07,2,0,0
2024-11-08,2,0,0
2024-11-09,10,0,0
2024-11-10,18,0,0
2024-11-11,27,0,0
2024-11-12,124,0,0
2024-11-13,140,0,0
2024-11-14,70,0,0
2024-11-15,73,0,0
2024-11-16,74,0,0
2024-11-17,118,0,0
2024-11-18,241,0,0
2024-11-19,258,0,0
2024-11-20,288,0,0
2024-11-21,260,0,0
2024-11-22,322,0,0
2024-11-23,322,0,0
2024-11-24,388,0,0
2024-11-25,384,0,0
2024-11-26,334,0,0
2024-11-27,248,0,0
2024-11-28,214,0,0
2024-11-29,133,0,0
2024-11-30,160,0,0
2024-12-01,99,0,0
2024-12-02,193,0,0
2024-12-03,640,0,0
2024-12-04,808,0,0
2024-12-05,861,0,0
2024-12-06,811,0,0
2024-12-07,650,0,0
2024-12-08,580,0,0
2024-12-09,516,0,0
2024-12-10,309,0,0
2024-12-11,343,0,0
2024-12-12,238,0,0
2024-12-13,265,0,0
2024-12-14,309,0,0
2024-12-15,383,0,0
2024-12-16,456,0,0
2024-12-17,708,0,0
2024-12-18,610,0,0
2024-12-19,485,0,0
2024-12-20,462,0,0
2024-12-21,329,0,0
2024-12-22,514,0,0
2024-12-23,368,0,0
2024-12-24,461,0,0
2024-12-25,395,0,0
2024-12-26,652,0,0
2024-12-27,341,0,0
2024-12-28,323,0,0
2024-12-29,180,0,0
2024-12-30,219,0,0
2024-12-31,234,0,0
